title,bechdel,year
Jenny&#39;s Wedding,3,1994
"Swan Princess, The",1,1994
Priest,3,1994
Frit&auml;nkaren,3,1994
Oleanna,0,1994
Speed,3,1994
Pat and Margaret,3,1994
Wing Chun,2,1994
Fear City: A Family-Style Comedy,3,1994
"Secret of Roan Inish, The",3,1994
I.Q.,0,1994
Pentathlon,0,1994
Congo,0,1995
Leaving Las Vegas,2,1995
Mimi wo sumaseba (Whisper of the Heart),3,1995
"Baby-Sitters Club, The",3,1995
Party Girl,3,1995
First Knight,2,1995
"Bridges of Madison County, The",3,1995
Grim,3,1995
Higher Learning,3,1995
Dolores Claiborne,3,1995
Welcome to the Dollhouse,3,1995
Ringu Kanzenban,1,1995
"Incredibly True Adventures of Two Girls in Love, The",3,1995
Clueless,3,1995
Magic in the Water,1,1995
Empire Records,3,1995
Rumble in the Bronx (Hung fan kui),1,1995
Species,3,1995
Kids,3,1995
Tall Tale,1,1995
Pocahontas,3,1995
Dead Presidents,3,1995
Heat,2,1995
A little princess,3,1995
Dilwale Dulhania Le Jayenge,3,1995
La flor de mi secreto,3,1995
Fallen Angels,1,1995
Mallrats,2,1995
Boys on the Side,3,1995
Ace Ventura: When Nature Calls,0,1995
Nick of Time,3,1995
Dangerous Minds,3,1995
Aladdin and the King of Thieves,1,1995
French Kiss,2,1995
Heavyweights,0,1995
"Usual Suspects, The",1,1995
Persuasion,3,1995
Apollo 13,3,1995
Copycat,3,1995
Hackers,2,1995
Mortal Kombat,1,1995
Braveheart,2,1995
"Englishman Who Went Up a Hill But Came Down a Mountain, The",0,1995
Casino,2,1995
Home for the holidays,3,1995
"Basketball Diaries, The",1,1995
Waiting To Exhale,2,1995
Devil in a Blue Dress,1,1995
Pride and Prejudice,3,1995
"Addiction, The",3,1995
La Haine,0,1995
Billy Madison,1,1995
Butterfly Kiss,3,1995
Catnapped! The Movie,3,1995
Friday,2,1995
While You Were Sleeping,3,1995
Nadie hablara de nosotras cuando hayamos muerto,3,1995
"Net, The",3,1995
Jumanji,3,1995
Die Hard: With a Vengeance,1,1995
Showgirls,3,1995
Cold Comfort Farm,3,1995
Dragon Ball Z: Wrath of the Dragon,2,1995
Serving in Silence,3,1995
Circle of Friends,3,1995
"City of Lost Children, The",3,1995
Waterworld,2,1995
Sabrina,3,1995
When Night is Falling,3,1995
"Pebble and the Penguin, The",2,1995
Se7en,1,1995
Maborosi,3,1995
Four rooms,3,1995
K&ocirc;kaku kid&ocirc;tai (Ghost in the Shell),0,1995
A Goofy Movie,2,1995
It Takes Two,1,1995
Outbreak,3,1995
Tank Girl,3,1995
Before Sunrise,0,1995
El dia de la bestia,3,1995
How to Make an American Quilt,3,1995
Strange Days,3,1995
Gold Diggers: The Secret of Bear Mountain,3,1995
Mighty Morphin Power Rangers: The Movie,3,1995
"Celluloid Closet, The",3,1995
Total Eclipse,1,1995
Othello,2,1995
Sense and Sensibility,3,1995
Twelve Monkeys,1,1995
"Sailor Moon SuperS the Movie, The Ten Senshi Unite, Mystery of the Black Dream Hole (Sailor Moon Super S the Movie: Black Dream",3,1995
Judge Dredd,3,1995
Assassins,1,1995
Antonia&#39;s Line,3,1995
"Langoliers, The",3,1995
Batman Forever,1,1995
Canadian Bacon,1,1995
Village of the Damned,3,1995
Dead Man Walking,3,1995
Casper,3,1995
Balto,2,1995
Rob Roy,0,1995
"Quick and the Dead, The",3,1995
Now and Then,3,1995
Toy Story,1,1995
Land and Freedom,1,1995
Dracula: Dead and Loving It,3,1995
Tommy Boy,3,1995
"To Wong Foo, Thanks for Everything! Julie Newmar",3,1995
Safe,3,1995
GoldenEye,3,1995
"American President, The",3,1995
Underground,1,1995
Babe,3,1995
Desperado,1,1995
Three Lives and Only One Death,2,1996
Harriet the Spy,3,1996
"God of Cookery, The",1,1996
Jingle All the Way,1,1996
Ridicule,1,1996
Eraser,3,1996
Swingers,2,1996
Entertaining Angels: The Dorothy Day Story,3,1996
Bound,3,1996
Fear,3,1996
Stealing Beauty,3,1996
2 Days in the Valley,3,1996
Crash,3,1996
Libertarias,3,1996
Star Trek: First Contact,3,1996
Pusher,0,1996
"Truth About Cats &amp; Dogs, The",3,1996
Charlot og Charlotte,3,1996
Foxfire,3,1996
Eye for an Eye,3,1996
"Quest, The",0,1996
Barb Wire,1,1996
DragonHeart,2,1996
Tin Cup,3,1996
"Hunchback of Notre Dame, The",1,1996
Emma,3,1996
Muppet Treasure Island,1,1996
Swallowtail Butterfly,3,1996
Welcome to the Discworld,0,1996
Mars Attacks!,3,1996
Jerry Maguire,2,1996
Escape from L.A.,1,1996
Evita,3,1996
Waiting for Guffman,3,1996
Daylight,1,1996
I Shot Andy Warhol,3,1996
Mother Night,1,1996
Marvin&#39;s Room,3,1996
Girls Town,3,1996
Matilda,3,1996
Kingpin,1,1996
Jack,2,1996
Fargo,2,1996
"Rock, The",1,1996
Beautiful Girls,3,1996
Curdled,3,1996
"Associate, The",3,1996
"Birdcage, The",2,1996
Primal Fear,1,1996
Hard Eight,0,1996
Down Periscope,0,1996
Twelfth Night or What You Will,3,1996
101 Dalmatians,3,1996
Mystery Science Theater 3000: The Movie,1,1996
Sleepers,1,1996
"Frighteners, The",3,1996
"Cable Guy, The",1,1996
Fire,3,1996
"Long Kiss Goodnight, The",3,1996
Romeo + Juliet,3,1996
Homeward Bound II: Lost in San Francisco,1,1996
"Mirror Has Two Faces, The",3,1996
August,3,1996
Trainspotting,2,1996
Irma Vep,3,1996
Female Perversions,3,1996
Jane Eyre,3,1996
"Daytrippers, The",3,1996
"Spitfire Grill, The",3,1996
Set It Off,3,1996
Space Jam,1,1996
Hamlet,1,1996
"Funeral, The",3,1996
Mission: Impossible,1,1996
Scream,3,1996
Hellraiser: Bloodline,1,1996
Michael,3,1996
When the Cat&#39;s Away,3,1996
La lengua asesina,3,1996
Broken Arrow,0,1996
Va&#39; dove ti porta il cuore,3,1996
"A Jin de gushi / Ah Kam, the Stunt woman",1,1996
Lone Star,2,1996
Beautiful Thing,3,1996
From Dusk Till Dawn,1,1996
Basquiat,2,1996
Spy Hard,1,1996
"First Wives Club, The",3,1996
Beyond Silence (Jenseits der Stille),3,1996
"Crucible, The",3,1996
Tremors II: Aftershocks,0,1996
Poison Ivy II,3,1996
Sonic the Hedgehog: The Movie,0,1996
James and the Giant Peach,3,1996
That Thing You Do!,3,1996
Last Man Standing,1,1996
Freeway,3,1996
Independence Day,3,1996
Fly Away Home,3,1996
Manny &amp; Lo,3,1996
Tenchi Muy&ocirc;! In Love,3,1996
Twister,3,1996
La belle verte,3,1996
"Glimmer Man, The",1,1996
Brassed Off,3,1996
Beavis and Butt-Head Do America,1,1996
Love and Other Catastrophes,3,1996
Striptease,3,1996
"Craft, The",3,1996
Chain Reaction,1,1996
Big Night,3,1996
"English Patient, The",3,1996
Rollergator,3,1996
Sabrina the Teenage Witch,3,1996
Kids Return,3,1996
Un air de famille,3,1996
Walking and Talking,3,1996
"Fan, The",1,1996
"Preacher&#39;s Wife, The",3,1996
Connie Gomper &amp; the Pack,0,1996
Mother,3,1996
Mr. Wrong,3,1996
Secrets &amp; Lies,3,1996
"Watermelon Woman, The",3,1996
Grace of my heart,3,1996
Titanic,3,1997
Austin Powers: International Man of Mystery,2,1997
Good Burger,1,1997
Cube,3,1997
Flubber,2,1997
Tomorrow Never Dies,1,1997
Ayneh,3,1997
Pooh&#39;s Grand Adventure: The Search for Christopher Robin,0,1997
Donnie Brasco,1,1997
I Know What You Did Last Summer,3,1997
Mononoke-hime,3,1997
Lost Highway,1,1997
Kiss the Girls,2,1997
Mrs. Brown,3,1997
George of the Jungle,3,1997
Eve&#39;s Bayou,3,1997
Taste of Cherry,0,1997
Face/Off,1,1997
La vita &egrave; bella,0,1997
A Simple Wish,3,1997
For Richer or Poorer,3,1997
I Think I Do,3,1997
"Devil&#39;s Advocate, The",3,1997
Home Alone 3,3,1997
Hercules,3,1997
"Peacemaker, The",3,1997
In the Company of Men,1,1997
My Best Friend&#39;s Wedding,2,1997
Anaconda,2,1997
Chasing Amy,3,1997
Alien: Resurrection,3,1997
Spawn,3,1997
"Sticky Fingers of Time, The",3,1997
L.A. Confidential,1,1997
"Fifth Element, The",1,1997
"Wrong Guy, The",1,1997
Le Acrobate,3,1997
Hardboiled Egg,2,1997
Mortal Kombat: Annihilation,3,1997
Carne tr&eacute;mula [Live Flesh],2,1997
Batman &amp; Robin,2,1997
Liar Liar,1,1997
Boogie Nights,3,1997
Conspiracy Theory,2,1997
Mrs Dalloway,3,1997
Cure,1,1997
Clover,3,1997
Spice World,3,1997
Picture Perfect,3,1997
Jungle 2 Jungle,2,1997
Fierce Creatures,1,1997
Murder at 1600,1,1997
G.I. Jane,3,1997
Funny Games,3,1997
Gattaca,1,1997
"Postman, The",1,1997
Air Force One,1,1997
"Castle, The",3,1997
"Full Monty, The",2,1997
As Good as It Gets,3,1997
Turbo: A Power Rangers Movie,3,1997
A Life Less Ordinary,2,1997
Tower of Terror,3,1997
La principessa e il povero,3,1997
"Odyssey, The",2,1997
"Winter Guest, The",3,1997
Open Your Eyes,1,1997
Smilla&#39;s Sense of Snow,3,1997
"Well, The",3,1997
Lolita,3,1997
An American Werewolf in Paris,1,1997
Wilde,3,1997
"Inheritance, The",3,1997
Dante's Peak,3,1997
Cats Don&#39;t Dance,3,1997
Starship Troopers,3,1997
Neon Genesis Evangelion: The End of Evangelion,3,1997
Knockin&#39; on Heaven&#39;s Door,1,1997
Good Will Hunting,0,1997
Grosse Pointe Blank,3,1997
Actrius,3,1997
Con Air,2,1997
Vegas Vacation,3,1997
Fever Pitch,3,1997
Jackie Brown,3,1997
Romy and Michelle&#39;s High School Reunion,3,1997
Anastasia,3,1997
Snow White: A Tale of Terror,3,1997
Air Bud,1,1997
"Lost World: Jurassic Park, The",3,1997
Ayneh,3,1997
Men in Black,1,1997
Wild America,2,1997
Seven Years in Tibet,1,1997
Csinibaba,1,1997
Paradise Road,3,1997
Clockwatchers,3,1997
Orgazmo,1,1997
Volcano,3,1997
Cop Land,0,1997
"Night Flier, The",3,1997
Chun gwong cha sit (Happy Together),0,1997
Cinderella,3,1997
Selena,3,1997
Event Horizon,3,1997
"House of Yes, The",3,1997
Fireworks,1,1997
Career Girls,1,1997
Gummo,3,1997
My Life in Pink ( Ma Vie En Rose ),3,1997
Contact,3,1997
Soul Food,3,1997
"Game, The",1,1997
Scream 2,3,1997
Free Willy 3: The Rescue,1,1997
Trance (The Eternal),3,1998
Barrio,3,1998
Dancing at Lughnasa,3,1998
Stepmom,3,1998
Sliding Doors,3,1998
"Idiots, The",3,1998
Primary Colors,3,1998
"Lion King 2: Simba&#39;s Pride, The",3,1998
Out of Sight,2,1998
"Negotiator, The",1,1998
Wild Things,3,1998
Dark Harbor,1,1998
Blade,1,1998
What Dreams May Come,1,1998
"Faculty, The",3,1998
Six Days Seven Nights,1,1998
Moby Dick,0,1998
Phantoms,3,1998
Vampires (John Carpenter&#39;s),0,1998
Hideous Kinky,3,1998
Pi,2,1998
Your Friends and Neighbors,3,1998
Pleasantville,3,1998
Kirikou and the Sorceress,2,1998
Sphere,1,1998
Future Sport,1,1998
"Rugrats Movie, The",3,1998
BASEketball,1,1998
Halloweentown,3,1998
"Waterboy, The",2,1998
"Mask of Zorro, The",1,1998
"Dinner Game, The",1,1998
Apt Pupil,1,1998
Perfect Blue,3,1998
Urban Legend,3,1998
"Storm Riders, The",1,1998
Little Voice,3,1998
There&#39;s Something About Mary,3,1998
Rush Hour,1,1998
Slums of Beverly Hills,3,1998
Pocahontas 2: Journey to a New World,3,1998
"Dreamlife of Angels, The",3,1998
Rounders,1,1998
54,1,1998
Glasblasarns barn,3,1998
Happiness,3,1998
"Avengers, The",3,1998
Strike!,3,1998
Yeogo goedam,3,1998
"Opposite of Sex, The",3,1998
Can&#39;t Hardly Wait,1,1998
Bride of Chucky,1,1998
Halloween H20: 20 Years Later,3,1998
Buffalo &#39;66,1,1998
"Man in the Iron Mask, The",1,1998
Scooby-Doo on Zombie Island,3,1998
Practical Magic,3,1998
Pecker,3,1998
Get Real,2,1998
"Parent Trap, The",3,1998
Dark City,1,1998
Tango,1,1998
Lick the Star,3,1998
Thursday,1,1998
Species II,3,1998
Shakespeare in Love,3,1998
Madeline,3,1998
Fear and Loathing in Las Vegas,1,1998
Thats 70s Show,2,1998
Zimmer Feri,2,1998
Kuch Kuch Hota Hai,3,1998
Lethal Weapon 4,1,1998
Wand&acirc;furu raifu,3,1998
You&#39;ve Got Mail,3,1998
Ring (Ringu),3,1998
"Truman Show, The",1,1998
Hurlyburly,1,1998
Saving Private Ryan,0,1998
Mercury Rising,1,1998
SLC Punk!,1,1998
Antz,3,1998
Ever After,3,1998
Tomorrow Night,2,1998
Ronin,1,1998
Gia,3,1998
My Name Is Joe,3,1998
Small Soldiers,1,1998
"Prince of Egypt, The",3,1998
Godzilla,3,1998
Disturbing Behavior,1,1998
Safe Men,0,1998
Velvet Goldmine,2,1998
Lost in Space,3,1998
"Black Cat, White Cat",3,1998
"Thin Red Line, The",1,1998
Festen (The Celebration),3,1998
Elizabeth,3,1998
Batman &amp; Mr. Freeze: SubZero,2,1998
Meet Joe Black,1,1998
Patch Adams,3,1998
A Perfect Murder,3,1998
I Still Know What You Did Last Summer,3,1998
Run Lola Run,3,1998
"Big Lebowski, The",1,1998
Rasen,1,1998
A Bug&#39;s Life,3,1998
Armageddon,1,1998
Great Expectations,1,1998
Mulan,3,1998
"Red Violin, The",3,1998
Show Me Love,3,1998
Central Station,3,1998
Smoke Signals,3,1998
Star Trek: Insurrection,3,1998
High Art,3,1998
City of Angels,3,1998
L&#39;ennui,1,1998
Love &amp; Pop,3,1998
Dangerous Beauty,3,1998
American History X,2,1998
Following,0,1998
Vildspor,1,1998
2 seconds,3,1998
Rushmore,3,1998
"Lock, Stock and Two Smoking Barrels",1,1998
"X Files, The",3,1998
"Last Days of Disco, The",3,1998
Beloved,3,1998
Last Night,1,1998
Enemy of the State,1,1998
Snake Eyes,1,1998
Deep Impact,3,1998
Hope Floats,3,1998
"Secret of NIMH 2: Timmy to the Rescue, The",1,1998
Quest for Camelot,3,1998
"Proposition, The",2,1998
Celebrity,3,1998
"Wedding Singer, The",3,1998
Teaching Mrs. Tingle,3,1999
Dogma,3,1999
Bicentennial Man,3,1999
Outer Space,0,1999
Three to Tango,1,1999
Beautiful People,1,1999
Memento Mori,3,1999
"Talented Mr. Ripley, The",3,1999
Music of the Heart,3,1999
Analyze This,1,1999
Sleepy Hollow,3,1999
Anywhere But Here,3,1999
Topsy-Turvy,3,1999
Lake Placid,3,1999
Deuce Bigalow: Male Gigolo,3,1999
Inferno,2,1999
Never Been Kissed,3,1999
Annie,3,1999
American Beauty,3,1999
Aristocrats,3,1999
Blue Streak,1,1999
"4th Floor, The",3,1999
eXistenZ,1,1999
Redball,3,1999
Aimee &amp; Jaguar,3,1999
Wives and Daughters,3,1999
Double Jeopardy,3,1999
Tomie,3,1999
Dick,3,1999
"Thomas Crown Affair, The",1,1999
Tarzan,2,1999
Payback,1,1999
Things You Can Tell Just by Looking at Her,3,1999
Virus,3,1999
Black and White,3,1999
Vendetta,1,1999
Being John Malkovich,3,1999
East Is East,3,1999
But I&#39;m a Cheerleader,3,1999
"Magical Legend of the Leprechauns, The",3,1999
Anna and the King,3,1999
"Deep End of the Ocean, The",2,1999
"Boondock Saints, The",0,1999
Mansfield Park,3,1999
Better Than Chocolate,3,1999
Asterix and Obelix vs. Caesar,1,1999
Fight Club,1,1999
Election,3,1999
Titus,3,1999
Tea with Mussolini,3,1999
Juha,0,1999
"Mummy, The",1,1999
For Love of the Game,2,1999
Wing Commander,2,1999
"World is Not Enough, The",2,1999
American Pie,2,1999
Bowfinger,3,1999
Message in a Bottle,1,1999
Family guy,3,1999
Ring 2 (Ringu 2),3,1999
Los sin nombre,3,1999
Boys Don&#39;t Cry,2,1999
"Blair Witch Project, The",3,1999
200 Cigarettes,3,1999
Blast from the Past,3,1999
"Big Kahuna, The",0,1999
"Straight Story, The",3,1999
Holy Smoke,3,1999
EdTV,1,1999
A Midsummer Night&#39;s Dream,2,1999
Cruel Intentions,3,1999
Smart House,3,1999
Operation Delta Force 4: Deep Fault,0,1999
Not One Less (Yi ge dou bu neng shao),3,1999
"Girl, Interrupted",3,1999
Drop Dead Gorgeous,3,1999
Why Not Me?,3,1999
Deep Blue Sea,1,1999
"Haunting, The",3,1999
Mystery Men,1,1999
"Iron Giant, The",0,1999
Sonnenallee,1,1999
Go!,3,1999
Magnolia,3,1999
Terror Firmer,3,1999
"Virgin Suicides, The",3,1999
Star Wars: Episode I - The Phantom Menace,3,1999
Shojo kakumei Utena: Adolescence mokushiroku,3,1999
"Other Sister, The",3,1999
Toy Story 2,1,1999
Ghost Dog: The Way of the Samurai,1,1999
Carrie 2: The Rage,3,1999
New Waterford Girl,3,1999
Galaxy Quest,1,1999
Stuart Little,1,1999
Kikujiro,0,1999
"Thirteenth Year, The",2,1999
Storm of the Century,3,1999
Bridge of Dragons,1,1999
Muppets From Space,3,1999
Human Traffic,3,1999
Austin Powers: The Spy Who Shagged Me,1,1999
Stigmata,3,1999
Pocket Monsters: Mewtwo Strikes Back!,1,1999
Fantasia 2000,1,1999
Ravenous,1,1999
Wild Wild West,2,1999
She&#39;s All That,3,1999
"Sixth Sense, The",3,1999
"13th Warrior, The",1,1999
Tomie: Anaza Feisu,2,1999
Sweet and Lowdown,1,1999
"Green Mile, The",1,1999
"Cider House Rules, The",3,1999
Todo sobre mi madre (All About My Mother),3,1999
Flawless,1,1999
A Walk on the Moon,3,1999
Screwed in Tallinn,3,1999
Introducing Dorothy Dandridge,3,1999
10 Things I Hate About You,3,1999
Man on the Moon,1,1999
"Matrix, The",3,1999
Trick,3,1999
Double Platinum,3,1999
Splendor,3,1999
8MM,1,1999
Beau travail,3,1999
Jawbreaker,3,1999
Eyes Wide Shut,3,1999
Notting Hill,3,1999
"Hurricane, The",2,1999
Gigantics,1,1999
"Ninth Gate, The",1,1999
6ixtynin9,3,1999
Brokedown Palace,3,1999
Office Space,1,1999
South Park: Bigger Longer &amp; Uncut,3,1999
Audition,1,1999
Ring,3,1999
Boiler Room,1,2000
Ring 0: Birthday (Ringu 0: B&acirc;sudei),3,2000
Dark Days,0,2000
Spiral,3,2000
Picture Claire,3,2000
Pitch Black,3,2000
If These Walls Could Talk 2,3,2000
Old School,1,2000
Ju-on,3,2000
"Gleaners and I, The",3,2000
Dragonheart: A New Beginning,0,2000
Mission to Mars,1,2000
Is It Fall Yet,3,2000
"Way of the Gun, The",2,2000
"Beach, The",1,2000
Blue&#39;s Big Musical Movie,3,2000
American Psycho,3,2000
Where the Heart Is,3,2000
"Whole Nine Yards, The",3,2000
Battle Royale,3,2000
Snatch.,0,2000
Mission: Impossible II,0,2000
Billy Elliot,3,2000
Charlie&#39;s Angels,3,2000
Autumn in New York,1,2000
"Little Mermaid 2: Return to the Sea, The",3,2000
Bread and Roses,3,2000
Final Destination,1,2000
J.S.A.: Joint Security Area,2,2000
"O Brother, Where Art Thou?",0,2000
Hollow Man,3,2000
Terrifier,3,2000
Vertical Limit,1,2000
Requiem for a Dream,3,2000
Bamboozlee,1,2000
Red Planet,0,2000
"Emperor&#39;s New Groove, The",3,2000
A Good Baby,3,2000
Life-Size,3,2000
Operation Delta Force 5: Random Fire,0,2000
Supernova,3,2000
Cherry Falls,3,2000
Finding Forrester,2,2000
X-Men,1,2000
Hellraiser: Inferno,1,2000
Juste une question d&#39;amour,2,2000
Batman Beyond: Return of the Joker,3,2000
Something Between Us,3,2000
Return to Me,3,2000
Titanic - La leggenda continua,3,2000
La fidelite,3,2000
Next Friday,2,2000
Gundam Wing: The Movie - Endless Waltz,3,2000
"Dish, The",3,2000
An Extremely Goofy Movie,1,2000
Dinner Rush,3,2000
Pay it Foward,3,2000
"Patriot, The",3,2000
Beautiful,3,2000
Some Voices,2,2000
Leprechaun in the Hood,1,2000
Urbania,1,2000
Dinosaur,3,2000
Girlfight,3,2000
"Dude, Where&#39;s My Car",2,2000
Eeny Meeny,3,2000
"Wo hu cang long (Crouching Tiger, Hidden Dragon)",3,2000
"Me, Myself and Irene",1,2000
Titan A.E.,3,2000
Sexy Beast,2,2000
Cast Away,2,2000
Pokemon: The Movie 2000,3,2000
Best in Show,3,2000
Tadpole,2,2000
Ginger Snaps,3,2000
Greenfingers,3,2000
Ju-on 2,2,2000
"Isle, The",1,2000
Men of Honor,1,2000
Almost Famous,3,2000
Hanging Up,3,2000
Together,3,2000
What Women Want,1,2000
Mal&egrave;na,3,2000
Traffic,3,2000
Erin Brockovich,3,2000
Space Cowboys,2,2000
Bounce,2,2000
Fa yeung nin wa (In the Mood for Love),3,2000
"Cell, The",2,2000
Thirteen days,1,2000
Rugrats in Paris:,3,2000
"Road to El Dorado, The",0,2000
Bring It On,3,2000
What Lies Beneath,3,2000
Songcatcher,3,2000
Roozi ke zan shodam,3,2000
Shanghai Noon,1,2000
Tully,0,2000
Joseph: King of Dreams,3,2000
Little Nicky,1,2000
Alley Cats Strike,3,2000
Chicken Run,3,2000
102 Dalmatians,3,2000
Wonder Boys,1,2000
Italian for Beginners,3,2000
Chocolat,3,2000
Scream 3,3,2000
Dune,3,2000
Sordid Lives,3,2000
28 Days,3,2000
Coyote Ugly,3,2000
Center Stage,3,2000
Bless the Child,2,2000
"Perfect Storm, The",2,2000
"Man Who Cried, The",3,2000
"Tigger Movie, The",0,2000
Scary Movie,3,2000
Gone in Sixty Seconds,1,2000
Cecil B. Demented,3,2000
Spacked out,1,2000
"Circle, The",3,2000
Mr. Accident,3,2000
Amores Perros,1,2000
Dancer in the Dark,3,2000
Unbreakable,0,2000
How the Grinch Stole Christmas,3,2000
Miss Congeniality,3,2000
Romeo Must Die,0,2000
What&#39;s Cooking?,3,2000
Gladiator,0,2000
Dancing at the Blue Iguana,3,2000
Love &amp; Basketball,3,2000
Kao (Face),3,2000
Santa who?,1,2000
High Fidelity,2,2000
La comunidad,3,2000
Memento,1,2000
Kevin &amp; Perry Go Large,3,2000
Remember the Titans,3,2000
Ordinary Decent Criminal,1,2000
Blinkende lygter (&#39;Flickering Lights&#39;),1,2000
Meet the Parents,2,2000
Baise-Moi,3,2000
Mad About Mambo,1,2000
"Family Man, The",3,2000
"Gift, The",3,2000
Alvin and the Chipmunks Meet the Wolfman,3,2000
Saving Grace,3,2000
Sakuya: yokaiden,3,2000
Beautiful Creatures,3,2000
"6th Day, The",3,2000
Tomie: Replay,3,2000
Save the Last Dance,3,2001
Pearl Harbor,2,2001
Osmosis Jones,3,2001
Lovely and Amazing,3,2001
Go,2,2001
Jurassic Park III,2,2001
Human Nature,3,2001
Heartbreakers,3,2001
Charlotte Gray,3,2001
Mulholland Dr.,3,2001
Waking Life,3,2001
Kissing Jessica Stein,3,2001
Jimmy Neutron: Boy Genius,3,2001
Gosford Park,3,2001
"Princess Diaries, The",3,2001
God Is Great and I&#39;m Not,1,2001
Serendipity,3,2001
Slashers,3,2001
Elvira&#39;s Haunted Hills,3,2001
Stranded,3,2001
Sister Mary Explains it All,3,2001
Glitter,3,2001
Valentine,2,2001
"Order, The",0,2001
"Others, The",3,2001
Tremors 3: Back to Perfection,3,2001
La tour Montparnasse infernale,3,2001
Scary Movie 2,3,2001
"One, The",0,2001
War Bride,3,2001
A Beautiful Mind,1,2001
Zaion: I Wish You Were Here,3,2001
Ocean&#39;s Eleven,1,2001
Wit,3,2001
Tomie: Re-birth,3,2001
"Majestic, The",1,2001
"Legend of Suriyothai, The",3,2001
"Royal Tenenbaums, The",3,2001
Read My Lips,3,2001
Along Came A Spider,3,2001
Baran,0,2001
Harry Potter and the Sorcerer&#39;s Stone,3,2001
I Am Sam,3,2001
Koroshiya 1,1,2001
Moszkva ter,2,2001
Monsoon Wedding,3,2001
Arachnid,3,2001
Super Troopers,1,2001
Gypsy 83,3,2001
Jeepers Creepers,3,2001
Fat Girl,3,2001
Me Without You,3,2001
Legally Blonde,3,2001
L.I.E.,1,2001
Late Marriage,2,2001
"Monsters, Inc.",1,2001
Moulin Rouge!,3,2001
"Mexican, The",1,2001
Bridget Jones&#39;s Diary,3,2001
Kairo,3,2001
"Mummy Returns, The",3,2001
Jay and Silent Bob Strike Back,3,2001
Swordfish,1,2001
Ghosts of Mars,3,2001
American Outlaws,1,2001
"Glass House, The",3,2001
In the Bedroom,3,2001
"51st State, The",0,2001
"Belphegor, Phantom of the Louvre (Belphegor - Le fantome du Louvre)",3,2001
